,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,CaseNumber,IUCR,Primary Type,Arrest,Domestic,Beat,District,FBI Code,Year,Crime_Date,Crime_Time,Month,Day,DayOT,Crime_Date_Day,Crime_month,CrimeType,Date,code_Crime_Time,code_Date,code_Primary,Labels
1022804,1022804,1022804,1022804,HY255046,0910,0910,1,0,1433,14,07,2015,2015-05-10,21:15:00,May,Sunday,Evening,10,5,group1,10/5,4201,19,97,1
1176601,1176601,1176601,1176601,HY525093,3731,3731,1,0,531,5,24,2015,2015-12-04,20:01:00,December,Friday,Evening,4,12,group5,4/12,3921,297,303,1
1011526,1011526,1011526,1011526,HY235462,1153,1153,0,0,1912,19,11,2015,2015-04-03,09:00:00,April,Friday,Morning,3,4,group5,3/4,751,270,127,2
1360986,1360986,1360986,1360986,HZ430644,1130,1130,0,0,2234,22,11,2016,2016-09-10,18:05:00,September,Saturday,Evening,10,9,group5,10/9,3313,23,121,1
31842,31842,31842,31842,HY107119,0496,0496,0,1,2234,22,04B,2015,2015-01-07,16:10:00,January,Wednesday,Afternoon,7,1,group2,7/1,2726,330,56,0
246686,246686,246686,246686,HV371774,0320,0320,0,0,2433,24,03,2012,2012-07-07,10:20:00,July,Saturday,Morning,7,7,group2,7/7,973,339,20,2
158179,158179,158179,158179,HV232175,0486,0486,1,1,1034,10,08B,2012,2012-04-07,14:30:00,April,Saturday,Afternoon,7,4,group2,7/4,2226,336,51,0
1273720,1273720,1273720,1273720,HZ242672,0910,0910,0,0,712,7,07,2016,2016-04-26,21:00:00,April,Tuesday,Evening,26,4,group1,26/4,4156,222,97,1
125224,125224,125224,125224,HV179192,0620,0620,0,1,2524,25,05,2012,2012-03-01,08:00:00,March,Thursday,Morning,1,3,group1,1/3,628,5,80,2
73906,73906,73906,73906,HY187125,0890,0890,0,0,223,2,06,2015,2015-03-16,10:00:00,March,Monday,Morning,16,3,group1,16/3,906,89,95,2
118818,118818,118818,118818,HV168862,0313,0313,0,0,1033,10,03,2012,2012-02-22,19:30:00,February,Wednesday,Evening,22,2,group2,22/2,3763,172,17,1
974323,974323,974323,974323,HX548919,0320,0320,0,0,725,7,03,2014,2014-12-18,13:00:00,December,Thursday,Afternoon,18,12,group2,18/12,1789,111,20,0
1176510,1176510,1176510,1176510,HY524781,0860,0860,1,0,833,8,06,2015,2015-12-04,15:22:00,December,Friday,Afternoon,4,12,group1,4/12,2473,297,91,0
554943,554943,554943,554943,HW336274,0880,0880,0,0,1634,16,06,2013,2013-06-26,15:00:00,June,Wednesday,Afternoon,26,6,group1,26/6,2373,224,94,0
1123180,1123180,1123180,1123180,HY429606,0860,0860,0,0,2023,20,06,2015,2015-09-18,12:05:00,September,Friday,Afternoon,18,9,group1,18/9,1517,119,91,0
337543,337543,337543,337543,HV513050,1812,1812,1,0,1123,11,18,2012,2012-10-10,21:38:00,October,Wednesday,Evening,10,10,group5,10/10,4275,13,230,1
1131126,1131126,1131126,1131126,HY443708,031A,031A,1,0,1223,12,03,2015,2015-09-30,00:33:00,September,Wednesday,Night,30,9,group2,30/9,54,286,18,2
108721,108721,108721,108721,HV152539,1811,1811,1,0,612,6,18,2012,2012-02-10,11:25:00,February,Friday,Morning,10,2,group5,10/2,1305,16,229,2
657877,657877,657877,657877,HW499927,0486,0486,0,1,1634,16,08B,2013,2013-10-20,02:00:00,October,Sunday,Night,20,10,group2,20/10,166,145,51,2
1147129,1147129,1147129,1147129,HY471758,2820,2820,0,0,933,9,26,2015,2015-10-21,21:30:00,October,Wednesday,Evening,21,10,group3,21/10,4246,157,283,1
86224,86224,86224,86224,HV116126,0910,0910,0,0,824,8,07,2012,2012-01-12,20:00:00,January,Thursday,Evening,12,1,group1,12/1,3915,36,97,1
949738,949738,949738,949738,HX505222,0486,0486,0,1,1532,15,08B,2014,2014-11-13,08:45:00,November,Thursday,Morning,13,11,group2,13/11,718,50,51,2
1160374,1160374,1160374,1160374,HY495502,0860,0860,0,0,2512,25,06,2015,2015-11-09,14:12:00,November,Monday,Afternoon,9,11,group1,9/11,2132,356,91,0
852681,852681,852681,852681,HX342428,2093,2093,1,0,1414,14,26,2014,2014-07-12,17:00:00,July,Saturday,Afternoon,12,7,group5,12/7,2982,45,270,0
835332,835332,835332,835332,HX310790,0486,0486,0,1,1225,12,08B,2014,2014-06-19,21:30:00,June,Thursday,Evening,19,6,group2,19/6,4246,128,51,1
405560,405560,405560,405560,HV620776,0820,0820,0,0,725,7,06,2012,2012-12-29,13:00:00,December,Saturday,Afternoon,29,12,group1,29/12,1789,255,84,0
5999,5999,5999,5999,HZ259812,1320,1320,0,0,835,8,14,2016,2016-05-11,08:00:00,May,Wednesday,Morning,11,5,group1,11/5,628,31,152,2
51937,51937,51937,51937,HY145215,1582,1582,0,0,1633,16,17,2015,2015-02-05,08:00:00,February,Thursday,Morning,5,2,group2,5/2,628,310,206,2
972990,972990,972990,972990,HX546673,0610,0610,0,0,713,7,05,2014,2014-11-23,12:20:00,November,Sunday,Afternoon,23,11,group1,23/11,1585,182,79,0
633288,633288,633288,633288,HW460477,0486,0486,0,1,313,3,08B,2013,2013-09-20,17:00:00,September,Friday,Afternoon,20,9,group2,20/9,2982,155,51,0
557030,557030,557030,557030,HW339724,4625,4625,1,0,323,3,26,2013,2013-06-28,19:30:00,June,Friday,Evening,28,6,group3,28/6,3763,248,328,1
366886,366886,366886,366886,HV558610,0486,0486,0,1,225,2,08B,2012,2012-11-12,08:56:00,November,Monday,Morning,12,11,group2,12/11,744,38,51,2
1370211,1370211,1370211,1370211,HZ444412,1320,1320,0,0,1224,12,14,2016,2016-09-22,05:40:00,September,Thursday,Night,22,9,group1,22/9,423,179,152,2
1049391,1049391,1049391,1049391,HZ221950,1152,1152,0,0,1614,16,11,2016,2016-04-09,12:00:00,April,Saturday,Afternoon,9,4,group5,9/4,1493,360,126,0
296252,296252,296252,296252,HV448672,0486,0486,0,1,2512,25,08B,2012,2012-08-26,18:00:00,August,Sunday,Evening,26,8,group2,26/8,3287,226,51,1
1244265,1244265,1244265,1244265,HZ196910,1150,1150,0,0,422,4,11,2016,2016-03-16,03:21:00,March,Wednesday,Night,16,3,group5,16/3,267,89,124,2
320344,320344,320344,320344,HV486050,1110,1110,1,0,813,8,11,2012,2012-09-12,20:00:00,September,Wednesday,Evening,12,9,group5,12/9,3915,47,117,1
1143032,1143032,1143032,1143032,HY464682,0320,0320,0,0,1115,11,03,2015,2015-10-15,18:30:00,October,Thursday,Evening,15,10,group2,15/10,3450,73,20,1
1424585,1424585,1424585,1424585,HZ544698,1310,1310,0,0,934,9,14,2016,2016-10-01,00:00:00,October,Saturday,Night,1,10,group1,1/10,0,1,151,2
716906,716906,716906,716906,HX108958,0486,0486,0,1,233,2,08B,2014,2014-01-10,01:00:00,January,Friday,Night,10,1,group2,10/1,93,12,51,2
427900,427900,427900,427900,HW132429,0820,0820,0,0,1922,19,06,2013,2013-01-25,21:00:00,January,Friday,Evening,25,1,group1,25/1,4156,204,84,1
425648,425648,425648,425648,HW128668,0486,0486,0,1,131,1,08B,2013,2013-01-23,18:00:00,January,Wednesday,Evening,23,1,group2,23/1,3287,180,51,1
792683,792683,792683,792683,HX240459,0560,0560,0,0,2233,22,08A,2014,2014-04-28,13:00:00,April,Monday,Afternoon,28,4,group2,28/4,1789,246,73,0
889239,889239,889239,889239,HX402218,041A,041A,0,0,512,5,04B,2014,2014-08-25,17:45:00,August,Monday,Afternoon,25,8,group2,25/8,3214,214,30,1
1416971,1416971,1416971,1416971,HZ524788,143A,143A,1,0,1024,10,15,2016,2016-11-22,02:15:00,November,Tuesday,Night,22,11,group2,22/11,185,170,168,2
766057,766057,766057,766057,HX196644,1152,1152,0,1,933,9,11,2013,2013-11-01,09:00:00,November,Friday,Morning,1,11,group5,1/11,751,2,126,2
1043233,1043233,1043233,1043233,HY290416,031A,031A,0,0,1533,15,03,2015,2015-06-04,13:30:00,June,Thursday,Afternoon,4,6,group2,4/6,1931,302,18,0
92140,92140,92140,92140,HV126386,1330,1330,1,0,1821,18,26,2012,2012-01-21,13:07:00,January,Saturday,Afternoon,21,1,group1,21/1,1822,156,153,0
259347,259347,259347,259347,HV391152,1320,1320,0,0,931,9,14,2012,2012-07-19,21:50:00,July,Thursday,Evening,19,7,group1,19/7,4317,129,152,1
688556,688556,688556,688556,HW550089,1152,1152,0,0,1814,18,11,2013,2013-11-25,09:00:00,November,Monday,Morning,25,11,group5,25/11,751,206,126,2
784722,784722,784722,784722,HX227415,1130,1130,0,0,1731,17,11,2014,2014-04-04,09:00:00,April,Friday,Morning,4,4,group5,4/4,751,300,121,2
1173186,1173186,1173186,1173186,HY518868,0910,0910,0,0,324,3,07,2015,2015-11-29,08:00:00,November,Sunday,Morning,29,11,group1,29/11,628,254,97,2
1299316,1299316,1299316,1299316,HZ324759,0460,0460,0,0,1424,14,08B,2016,2016-06-26,21:19:00,June,Sunday,Evening,26,6,group2,26/6,4215,224,39,1
1161551,1161551,1161551,1161551,HY497361,0890,0890,0,0,933,9,06,2015,2015-11-11,07:45:00,November,Wednesday,Morning,11,11,group1,11/11,601,26,95,2
174570,174570,174570,174570,HV257905,1305,1305,1,0,2515,25,14,2012,2012-04-25,16:29:00,April,Wednesday,Afternoon,25,4,group1,25/4,2829,210,150,0
1008290,1008290,1008290,1008290,HY229914,0820,0820,0,0,233,2,06,2015,2015-04-17,19:45:00,April,Friday,Evening,17,4,group1,17/4,3838,102,84,1
895502,895502,895502,895502,HX412680,0486,0486,1,1,621,6,08B,2014,2014-09-01,22:30:00,September,Monday,Evening,1,9,group2,1/9,4419,11,51,1
468043,468043,468043,468043,HW198056,0610,0610,0,0,1633,16,05,2013,2013-03-18,22:00:00,March,Monday,Evening,18,3,group1,18/3,4341,113,79,1
272068,272068,272068,272068,HV410921,0486,0486,0,1,611,6,08B,2012,2012-08-01,18:00:00,August,Wednesday,Evening,1,8,group2,1/8,3287,10,51,1
1235384,1235384,1235384,1235384,HZ176270,0486,0486,0,0,2422,24,08B,2016,2016-03-06,02:00:00,March,Sunday,Night,6,3,group2,6/3,166,323,51,2
757825,757825,757825,757825,HX182902,5002,5002,0,0,2514,25,26,2014,2014-03-12,23:00:00,March,Wednesday,Evening,12,3,group3,12/3,4485,41,338,1
617000,617000,617000,617000,HW434685,0917,0917,0,0,1814,18,07,2013,2013-09-02,13:00:00,September,Monday,Afternoon,2,9,group1,2/9,1789,143,99,0
223272,223272,223272,223272,HV335197,1310,1310,0,0,2514,25,14,2012,2012-06-14,21:00:00,June,Thursday,Evening,14,6,group1,14/6,4156,68,151,1
826079,826079,826079,826079,HX298301,0560,0560,0,1,2521,25,08A,2014,2014-06-10,19:00:00,June,Tuesday,Evening,10,6,group2,10/6,3616,20,73,1
276844,276844,276844,276844,HV418404,0820,0820,0,0,1712,17,06,2012,2012-08-06,16:25:00,August,Monday,Afternoon,6,8,group1,6/8,2801,328,84,0
392963,392963,392963,392963,HV600511,0530,0530,1,0,1231,12,04A,2012,2012-12-13,09:10:00,December,Thursday,Morning,13,12,group2,13/12,770,51,62,2
640338,640338,640338,640338,HW471573,1320,1320,0,0,931,9,14,2013,2013-09-28,20:40:00,September,Saturday,Evening,28,9,group1,28/9,4084,251,152,1
1305860,1305860,1305860,1305860,HZ339123,0610,0610,0,0,522,5,05,2016,2016-07-02,10:00:00,July,Saturday,Morning,2,7,group1,2/7,906,141,79,2
960738,960738,960738,960738,HX525021,1150,1150,0,0,224,2,11,2014,2014-11-29,23:40:00,November,Saturday,Evening,29,11,group5,29/11,4562,254,124,1
763489,763489,763489,763489,HX192325,1110,1110,0,0,735,7,11,2014,2014-01-23,00:00:00,January,Thursday,Night,23,1,group5,23/1,0,180,117,2
1130986,1130986,1130986,1130986,HY443249,0860,0860,1,0,1221,12,06,2015,2015-09-29,15:15:00,September,Tuesday,Afternoon,29,9,group1,29/9,2432,263,91,0
1319966,1319966,1319966,1319966,HZ365284,1206,1206,0,0,2031,20,11,2016,2016-07-01,16:00:00,July,Friday,Afternoon,1,7,group5,1/7,2672,9,137,0
471039,471039,471039,471039,HW202635,0860,0860,1,0,1832,18,06,2013,2013-03-22,14:30:00,March,Friday,Afternoon,22,3,group1,22/3,2226,173,91,0
1278285,1278285,1278285,1278285,HZ288224,1305,1305,1,0,815,8,14,2016,2016-06-01,00:22:00,June,Wednesday,Night,1,6,group1,1/6,34,8,150,2
1239768,1239768,1239768,1239768,HZ187462,2825,2825,0,1,2211,22,26,2016,2016-03-11,21:00:00,March,Friday,Evening,11,3,group3,11/3,4156,29,284,1
1116140,1116140,1116140,1116140,HY417157,1122,1122,1,0,411,4,10,2015,2015-09-09,18:20:00,September,Wednesday,Evening,9,9,group5,9/9,3405,365,120,1
352011,352011,352011,352011,HV536251,2024,2024,1,0,933,9,18,2012,2012-10-26,22:04:00,October,Friday,Evening,26,10,group5,26/10,4349,217,251,1
623273,623273,623273,623273,HW444412,1811,1811,1,0,825,8,18,2013,2013-09-09,13:34:00,September,Monday,Afternoon,9,9,group5,9/9,1946,365,229,0
63882,63882,63882,63882,HY168952,1310,1310,0,0,412,4,14,2015,2015-03-02,10:20:00,March,Monday,Morning,2,3,group1,2/3,973,137,151,2
262773,262773,262773,262773,HV396595,0810,0810,0,0,1212,12,06,2012,2012-07-01,09:00:00,July,Sunday,Morning,1,7,group1,1/7,751,9,83,2
563484,563484,563484,563484,HW349957,0820,0820,0,0,1922,19,06,2013,2013-07-05,20:30:00,July,Friday,Evening,5,7,group1,5/7,4045,315,84,1
427296,427296,427296,427296,HW131381,1310,1310,0,0,324,3,14,2013,2013-01-25,05:50:00,January,Friday,Night,25,1,group1,25/1,434,204,151,2
1071221,1071221,1071221,1071221,HY339900,0810,0810,0,0,1723,17,06,2015,2015-07-13,17:00:00,July,Monday,Afternoon,13,7,group1,13/7,2982,57,83,0
1089256,1089256,1089256,1089256,HY371260,1350,1350,1,0,1122,11,26,2015,2015-08-06,11:10:00,August,Thursday,Morning,6,8,group1,6/8,1224,328,157,2
1292155,1292155,1292155,1292155,HZ310946,0486,0486,0,1,931,9,08B,2016,2016-06-17,01:05:00,June,Friday,Night,17,6,group2,17/6,100,104,51,2
270438,270438,270438,270438,HV408347,0420,0420,0,0,512,5,04B,2012,2012-07-31,03:30:00,July,Tuesday,Night,31,7,group2,31/7,277,292,32,2
829437,829437,829437,829437,HX303988,0870,0870,0,0,1834,18,06,2014,2014-06-14,08:00:00,June,Saturday,Morning,14,6,group1,14/6,628,68,93,2
203908,203908,203908,203908,HV304520,0486,0486,0,1,233,2,08B,2012,2012-05-26,14:40:00,May,Saturday,Afternoon,26,5,group2,26/5,2277,223,51,0
372983,372983,372983,372983,HV569239,0610,0610,0,0,512,5,05,2012,2012-11-19,10:30:00,November,Monday,Morning,19,11,group1,19/11,1017,122,79,2
1092191,1092191,1092191,1092191,HY376132,1320,1320,0,0,811,8,14,2015,2015-08-09,19:00:00,August,Sunday,Evening,9,8,group1,9/8,3616,364,152,1
1146141,1146141,1146141,1146141,HY470170,0650,0650,1,0,225,2,05,2015,2015-10-21,02:00:00,October,Wednesday,Night,21,10,group1,21/10,166,157,82,2
1085123,1085123,1085123,1085123,HY364130,1310,1310,0,0,733,7,14,2015,2015-08-01,01:50:00,August,Saturday,Night,1,8,group1,1/8,153,10,151,2
76496,76496,76496,76496,HY247802,1582,1582,0,0,131,1,17,2014,2014-07-08,20:14:00,July,Tuesday,Evening,8,7,group2,8/7,3974,351,206,1
1235183,1235183,1235183,1235183,HZ175792,1780,1780,0,1,1623,16,20,2016,2016-03-05,16:00:00,March,Saturday,Afternoon,5,3,group2,5/3,2672,311,225,0
1247023,1247023,1247023,1247023,HZ194734,2820,2820,0,0,222,2,26,2016,2016-03-20,18:00:00,March,Sunday,Evening,20,3,group3,20/3,3287,149,283,1
1360910,1360910,1360910,1360910,HZ429482,0910,0910,0,0,1413,14,07,2016,2016-09-10,22:00:00,September,Saturday,Evening,10,9,group1,10/9,4341,23,97,1
274683,274683,274683,274683,HV415012,2820,2820,0,1,1633,16,26,2012,2012-08-03,20:30:00,August,Friday,Evening,3,8,group3,3/8,4045,274,283,1
266378,266378,266378,266378,HV402157,2825,2825,0,0,1032,10,26,2012,2012-07-26,11:00:00,July,Thursday,Morning,26,7,group3,26/7,1157,225,284,2
57242,57242,57242,57242,HY155632,2826,2826,0,0,1432,14,26,2015,2015-01-01,08:00:00,January,Thursday,Morning,1,1,group3,1/1,628,0,285,2
907271,907271,907271,907271,HX432802,0486,0486,0,1,424,4,08B,2014,2014-09-18,06:01:00,September,Thursday,Morning,18,9,group2,18/9,449,119,51,2
1208069,1208069,1208069,1208069,HZ125196,0486,0486,0,1,512,5,08B,2016,2016-01-22,22:10:00,January,Friday,Evening,22,1,group2,22/1,4365,168,51,1
733230,733230,733230,733230,HX137630,0820,0820,0,0,414,4,06,2014,2014-02-01,21:00:00,February,Saturday,Evening,1,2,group1,1/2,4156,4,84,1
486189,486189,486189,486189,HW226692,0486,0486,1,1,914,9,08B,2013,2013-04-10,00:07:00,April,Wednesday,Night,10,4,group2,10/4,11,18,51,2
144082,144082,144082,144082,HV209938,0820,0820,0,0,233,2,06,2012,2012-03-21,09:00:00,March,Wednesday,Morning,21,3,group1,21/3,751,161,84,2
634484,634484,634484,634484,HW462359,0840,0840,0,0,931,9,06,2013,2013-09-21,13:00:00,September,Saturday,Afternoon,21,9,group1,21/9,1789,167,86,0
419164,419164,419164,419164,HW118598,1330,1330,1,0,612,6,26,2013,2013-01-15,18:00:00,January,Tuesday,Evening,15,1,group1,15/1,3287,72,153,1
1340314,1340314,1340314,1340314,HZ395099,0486,0486,0,1,1823,18,08B,2016,2016-08-16,21:30:00,August,Tuesday,Evening,16,8,group2,16/8,4246,94,51,1
1406787,1406787,1406787,1406787,HZ311242,2093,2093,1,0,1654,16,18,2016,2016-06-17,06:00:00,June,Friday,Morning,17,6,group5,17/6,448,104,270,2
1273555,1273555,1273555,1273555,HZ241504,1811,1811,1,0,1114,11,18,2016,2016-04-26,20:40:00,April,Tuesday,Evening,26,4,group5,26/4,4084,222,229,1
870452,870452,870452,870452,HX371547,2826,2826,0,1,324,3,26,2014,2014-08-01,23:00:00,August,Friday,Evening,1,8,group3,1/8,4485,10,285,1
341953,341953,341953,341953,HV520265,0870,0870,0,0,1832,18,06,2012,2012-10-16,02:00:00,October,Tuesday,Night,16,10,group1,16/10,166,85,93,2
829401,829401,829401,829401,HX303950,1310,1310,0,0,2013,20,14,2014,2014-06-14,19:00:00,June,Saturday,Evening,14,6,group1,14/6,3616,68,151,1
671071,671071,671071,671071,HW521501,0460,0460,0,0,2213,22,08B,2013,2013-11-05,11:40:00,November,Tuesday,Morning,5,11,group2,5/11,1391,308,39,0
1341611,1341611,1341611,1341611,HZ381315,041A,041A,1,0,1022,10,04B,2016,2016-08-06,20:45:00,August,Saturday,Evening,6,8,group2,6/8,4099,328,30,1
1364696,1364696,1364696,1364696,HZ435346,1154,1154,0,0,424,4,11,2016,2016-09-15,14:50:00,September,Thursday,Afternoon,15,9,group5,15/9,2320,83,128,0
73727,73727,73727,73727,HY186774,0560,0560,0,0,431,4,08A,2015,2015-03-16,12:00:00,March,Monday,Afternoon,16,3,group2,16/3,1493,89,73,0
1451128,1451128,1451128,1451128,JA112817,0810,0810,0,0,1925,19,06,2017,2017-01-11,19:30:00,January,Wednesday,Evening,11,1,group1,11/1,3763,24,83,1
1443810,1443810,1443810,1443810,JA100300,1310,1310,1,0,1111,11,14,2017,2017-01-01,06:10:00,January,Sunday,Morning,1,1,group1,1/1,460,0,151,2
1236405,1236405,1236405,1236405,HZ177881,0560,0560,0,0,2522,25,08A,2016,2016-03-07,12:25:00,March,Monday,Afternoon,7,3,group2,7/3,1606,335,73,0
439160,439160,439160,439160,HW150820,1310,1310,0,0,333,3,14,2013,2013-02-09,21:30:00,February,Saturday,Evening,9,2,group1,9/2,4246,358,151,1
816473,816473,816473,816473,HX281694,3200,3200,0,0,421,4,26,2014,2014-05-29,18:15:00,May,Thursday,Evening,29,5,group5,29/5,3370,259,297,1
1350771,1350771,1350771,1350771,HZ419302,1156,1156,0,0,621,6,11,2016,2016-08-19,00:01:00,August,Friday,Night,19,8,group5,19/8,2,130,130,2
1167571,1167571,1167571,1167571,HY508239,0486,0486,0,1,213,2,08B,2015,2015-11-20,01:30:00,November,Friday,Night,20,11,group2,20/11,127,146,51,2
1363160,1363160,1363160,1363160,HZ432827,0460,0460,0,0,423,4,08B,2016,2016-09-13,18:35:00,September,Tuesday,Evening,13,9,group2,13/9,3476,59,39,1
3748,3748,3748,3748,HZ219887,1305,1305,0,0,913,9,14,2016,2016-04-08,21:00:00,April,Friday,Evening,8,4,group1,8/4,4156,348,150,1
58695,58695,58695,58695,HY158742,1154,1154,0,0,733,7,11,2015,2015-02-20,09:45:00,February,Friday,Morning,20,2,group5,20/2,862,148,128,2
1132537,1132537,1132537,1132537,HY445952,1154,1154,0,0,523,5,11,2015,2015-09-18,09:00:00,September,Friday,Morning,18,9,group5,18/9,751,119,128,2
273661,273661,273661,273661,HV413183,1320,1320,0,0,1432,14,14,2012,2012-08-02,23:15:00,August,Thursday,Evening,2,8,group1,2/8,4516,142,152,1
83289,83289,83289,83289,HV111054,0560,0560,0,0,1031,10,08A,2012,2012-01-09,14:50:00,January,Monday,Afternoon,9,1,group2,9/1,2320,354,73,0
393677,393677,393677,393677,HV601653,031B,031B,0,0,1113,11,03,2012,2012-12-14,00:30:00,December,Friday,Night,14,12,group2,14/12,47,63,19,2
182548,182548,182548,182548,HV270548,0915,0915,0,0,2212,22,07,2012,2012-05-03,20:30:00,May,Thursday,Evening,3,5,group1,3/5,4045,271,98,1
246862,246862,246862,246862,HV372144,0486,0486,0,0,1014,10,08B,2012,2012-07-08,04:30:00,July,Sunday,Night,8,7,group2,8/7,341,351,51,2
976556,976556,976556,976556,HX552838,031A,031A,0,0,1134,11,03,2014,2014-12-23,14:32:00,December,Tuesday,Afternoon,23,12,group2,23/12,2240,183,18,0
161797,161797,161797,161797,HV237748,1811,1811,1,0,735,7,18,2012,2012-04-11,16:53:00,April,Wednesday,Afternoon,11,4,group5,11/4,2942,30,229,0
983233,983233,983233,983233,HY135611,0820,0820,0,0,323,3,06,2014,2014-11-30,07:00:00,November,Sunday,Morning,30,11,group1,30/11,528,278,84,2
771473,771473,771473,771473,HX205799,1330,1330,0,0,613,6,26,2014,2014-03-31,16:00:00,March,Monday,Afternoon,31,3,group1,31/3,2672,290,153,0
448212,448212,448212,448212,HW165144,0545,0545,0,0,322,3,08A,2013,2013-02-21,15:30:00,February,Thursday,Afternoon,21,2,group2,21/2,2519,160,63,0
50917,50917,50917,50917,HY143426,0890,0890,0,0,1834,18,06,2015,2015-02-07,16:00:00,February,Saturday,Afternoon,7,2,group1,7/2,2672,334,95,0
930785,930785,930785,930785,HX473064,2027,2027,1,0,1122,11,18,2014,2014-10-18,20:24:00,October,Saturday,Evening,18,10,group5,18/10,4024,109,254,1
259124,259124,259124,259124,HV390802,0610,0610,0,0,1921,19,05,2012,2012-07-19,08:30:00,July,Thursday,Morning,19,7,group1,19/7,682,129,79,2
35566,35566,35566,35566,HY114693,0890,0890,0,0,432,4,06,2015,2015-01-12,11:00:00,January,Monday,Morning,12,1,group1,12/1,1157,36,95,2
598394,598394,598394,598394,HW405528,1320,1320,0,0,331,3,14,2013,2013-08-12,22:30:00,August,Monday,Evening,12,8,group1,12/8,4419,46,152,1
1364656,1364656,1364656,1364656,HZ435046,2820,2820,0,1,613,6,26,2016,2016-09-15,00:01:00,September,Thursday,Night,15,9,group3,15/9,2,83,283,2
341638,341638,341638,341638,HV519774,0820,0820,0,0,2413,24,06,2012,2012-10-14,19:00:00,October,Sunday,Evening,14,10,group1,14/10,3616,61,84,1
203588,203588,203588,203588,HV303999,4387,4387,0,1,822,8,26,2012,2012-05-26,05:45:00,May,Saturday,Night,26,5,group3,26/5,428,223,324,2
194211,194211,194211,194211,HV289446,0460,0460,0,0,1915,19,08B,2012,2012-05-16,16:45:00,May,Wednesday,Afternoon,16,5,group2,16/5,2897,91,39,0
965454,965454,965454,965454,HX532296,1780,1780,0,1,1111,11,26,2014,2014-12-06,11:25:00,December,Saturday,Morning,6,12,group2,6/12,1305,321,225,2
229115,229115,229115,229115,HV344747,0420,0420,0,0,726,7,04B,2012,2012-06-20,19:15:00,June,Wednesday,Evening,20,6,group2,20/6,3687,152,32,1
1060928,1060928,1060928,1060928,HY321679,0620,0620,0,0,634,6,05,2015,2015-06-30,02:00:00,June,Tuesday,Night,30,6,group1,30/6,166,283,80,2
969094,969094,969094,969094,HX539732,0486,0486,0,1,912,9,08B,2014,2014-12-12,08:30:00,December,Friday,Morning,12,12,group2,12/12,682,39,51,2
1097581,1097581,1097581,1097581,HY385349,0460,0460,1,0,1124,11,08B,2015,2015-08-16,20:30:00,August,Sunday,Evening,16,8,group2,16/8,4045,94,39,1
159,159,159,159,HZ257314,1153,1153,0,0,1934,19,11,2016,2016-04-05,00:01:00,April,Tuesday,Night,5,4,group5,5/4,2,312,127,2
928873,928873,928873,928873,HX469779,0420,0420,0,0,1523,15,04B,2014,2014-10-16,04:00:00,October,Thursday,Night,16,10,group2,16/10,308,85,32,2
1449670,1449670,1449670,1449670,JA109832,031A,031A,0,0,1933,19,03,2017,2017-01-09,19:23:00,January,Monday,Evening,9,1,group2,9/1,3727,354,18,1
200490,200490,200490,200490,HV299142,0820,0820,0,0,231,2,06,2012,2012-05-23,06:00:00,May,Wednesday,Morning,23,5,group1,23/5,448,187,84,2
1311397,1311397,1311397,1311397,HZ343435,0460,0460,0,0,234,2,08B,2016,2016-07-10,14:33:00,July,Sunday,Afternoon,10,7,group2,10/7,2245,21,39,0
705609,705609,705609,705609,HW579510,0810,0810,0,0,1732,17,06,2013,2013-12-21,00:00:00,December,Saturday,Night,21,12,group1,21/12,0,159,83,2
1432203,1432203,1432203,1432203,HZ552831,0810,0810,0,0,1411,14,06,2016,2016-12-14,23:20:00,December,Wednesday,Evening,14,12,group1,14/12,4530,63,83,1
1327316,1327316,1327316,1327316,HZ370564,0486,0486,0,1,921,9,08B,2016,2016-07-30,02:00:00,July,Saturday,Night,30,7,group2,30/7,166,284,51,2
1279978,1279978,1279978,1279978,HZ291292,0560,0560,0,1,1021,10,08A,2016,2016-06-03,00:45:00,June,Friday,Night,3,6,group2,3/6,73,272,73,2
310737,310737,310737,310737,HV471085,0620,0620,0,0,912,9,05,2012,2012-09-10,10:00:00,September,Monday,Morning,10,9,group1,10/9,906,23,80,2
1370516,1370516,1370516,1370516,HZ445368,0486,0486,0,1,522,5,08B,2016,2016-09-22,18:17:00,September,Thursday,Evening,22,9,group2,22/9,3382,179,51,1
1274453,1274453,1274453,1274453,HX104603,0860,0860,0,0,2521,25,06,2014,2014-01-05,19:00:00,January,Sunday,Evening,5,1,group1,5/1,3616,306,91,1
691196,691196,691196,691196,HW554258,0486,0486,0,1,1924,19,08B,2013,2013-12-01,03:00:00,December,Sunday,Night,1,12,group2,1/12,240,3,51,2
674935,674935,674935,674935,HW527815,1310,1310,0,0,2031,20,14,2013,2013-11-10,04:30:00,November,Sunday,Night,10,11,group1,10/11,341,14,151,2
782121,782121,782121,782121,HX223562,0486,0486,0,1,331,3,08B,2014,2014-04-14,17:30:00,April,Monday,Afternoon,14,4,group2,14/4,3127,66,51,1
614495,614495,614495,614495,HW429633,0820,0820,0,0,715,7,06,2013,2013-08-29,22:55:00,August,Thursday,Evening,29,8,group1,29/8,4476,262,84,1
1388119,1388119,1388119,1388119,HZ475678,0620,0620,0,0,822,8,05,2016,2016-10-15,17:00:00,October,Saturday,Afternoon,15,10,group1,15/10,2982,73,80,0
